Table Name,Row Count
sa_exp_230925,152280
sa_exp_230926,136890
sa_exp_230927,142560
sa_exp_230928,149850
sa_exp_230929,302130
sa_exp_231002,147420
sa_exp_231003,139320
sa_exp_231004,145800
sa_exp_231005,145800
sa_exp_231006,185490
sa_exp_231009,153090
sa_exp_231010,140130
sa_exp_231011,142560
sa_exp_231012,138510
sa_exp_231013,170910
sa_exp_231016,129600
sa_exp_231017,127980
sa_exp_231018,125550
sa_exp_231019,124740
sa_exp_231020,280260
sa_exp_231023,132030
sa_exp_231024,133650
sa_exp_231025,130410
sa_exp_231026,138510
sa_exp_231027,198450
sa_exp_231030,145800
sa_exp_231031,289980
sa_exp_231101,139320
sa_exp_231102,139320
sa_exp_231103,176580
sa_exp_231106,140130
sa_exp_231107,141750
sa_exp_231108,141750
sa_exp_231109,141750
sa_exp_231110,170100
sa_exp_231113,142560
sa_exp_231114,140940
sa_exp_231115,154710
sa_exp_231116,154710
sa_exp_231117,287550
sa_exp_231120,153900
sa_exp_231121,156330
sa_exp_231122,158760
sa_exp_231124,109312
sa_exp_231127,155520
sa_exp_231128,148230
sa_exp_231129,149040
sa_exp_231130,276210
sa_exp_231201,197640
sa_exp_231204,143370
sa_exp_231205,139320
sa_exp_231206,140130
sa_exp_231207,135270
sa_exp_231208,174960
sa_exp_231211,134460
sa_exp_231212,130410
sa_exp_231213,133650
sa_exp_231214,149040
sa_exp_231215,328050
sa_exp_231218,140130
sa_exp_231219,141750
sa_exp_231220,144180
sa_exp_231221,140940
sa_exp_231222,198450
sa_exp_231226,137700
sa_exp_231227,140130
sa_exp_231228,136890
sa_exp_231229,325620
sa_exp_240102,134460
sa_exp_240103,134460
sa_exp_240104,134460
sa_exp_240105,180630
sa_exp_240108,136890
sa_exp_240109,132840
sa_exp_240110,132840
sa_exp_240111,135270
sa_exp_240112,166860
sa_exp_240116,128790
sa_exp_240117,128790
sa_exp_240118,128790
sa_exp_240119,312660
sa_exp_240122,146610
sa_exp_240123,138510
sa_exp_240124,140130
sa_exp_240125,136080
sa_exp_240126,177390
