Table Name,Row Count,Table Name,Row Count,
ohlc_240809,89213,ohlc_240809,89213,0
ohlc_240812,86039,ohlc_240812,86039,0
ohlc_240813,89677,ohlc_240813,89677,0
ohlc_240814,85015,ohlc_240814,85015,0
ohlc_240815,91344,ohlc_240815,91344,0
ohlc_240816,78790,ohlc_240816,78790,0
ohlc_240819,82659,ohlc_240819,82659,0
ohlc_240820,73976,ohlc_240820,73976,0
ohlc_240821,75993,ohlc_240821,75993,0
ohlc_240822,83786,ohlc_240822,83786,0
ohlc_240823,93403,ohlc_240823,93403,0
ohlc_240826,75837,ohlc_240826,75837,0
ohlc_240827,63035,ohlc_240827,63035,0
ohlc_240828,0,ohlc_240828,79685,-79685
ohlc_240829,78594,ohlc_240829,78594,0
ohlc_240830,81476,ohlc_240830,81476,0
ohlc_240903,103995,ohlc_240903,103995,0
ohlc_240904,86819,ohlc_240904,86819,0
ohlc_240905,83705,ohlc_240905,83705,0
ohlc_240906,117022,ohlc_240906,117022,0
ohlc_240909,88093,ohlc_240909,88093,0
ohlc_240910,77942,ohlc_240910,77942,0
ohlc_240911,109717,ohlc_240911,109717,0
ohlc_240912,90348,ohlc_240912,90348,0
ohlc_240913,86219,ohlc_240913,86219,0
ohlc_240916,72198,ohlc_240916,72198,0
ohlc_240917,80367,ohlc_240917,80367,0
ohlc_240918,92208,ohlc_240918,92208,0
ohlc_240919,0,ohlc_240919,91368,-91368
ohlc_240920,83563,ohlc_240920,83563,0
ohlc_240923,73678,ohlc_240923,73678,0
ohlc_240924,70644,ohlc_240924,70644,0
ohlc_240925,68725,ohlc_240925,68725,0
ohlc_240926,72641,ohlc_240926,72641,0
ohlc_240927,76560,ohlc_240927,76560,0
ohlc_240930,81559,ohlc_240930,81559,0
ohlc_241001,98528,ohlc_241001,98528,0
ohlc_241002,78970,ohlc_241002,78970,0
ohlc_241003,79714,ohlc_241003,79714,0
ohlc_241004,94073,ohlc_241004,94073,0
ohlc_241007,87167,ohlc_241007,87167,0
ohlc_241008,75438,ohlc_241008,75438,0
ohlc_241009,86353,ohlc_241009,86353,0
ohlc_241010,75123,ohlc_241010,75123,0
ohlc_241011,92017,ohlc_241011,92017,0
ohlc_241014,86366,ohlc_241014,86366,0
ohlc_241015,80426,ohlc_241015,80426,0
ohlc_241016,71254,ohlc_241016,71254,0
ohlc_241017,72697,ohlc_241017,72697,0
ohlc_241018,81961,ohlc_241018,81961,0
ohlc_241021,78779,ohlc_241021,78779,0
ohlc_241022,71342,ohlc_241022,71342,0
ohlc_241023,99888,ohlc_241023,99888,0
ohlc_241024,73330,ohlc_241024,73330,0
ohlc_241025,98730,ohlc_241025,98730,0
ohlc_241028,73930,ohlc_241028,73930,0
ohlc_241029,70635,ohlc_241029,70635,0
ohlc_241030,72312,ohlc_241030,72312,0
ohlc_241031,100344,ohlc_241031,100344,0
ohlc_241101,90397,ohlc_241101,90397,0
ohlc_241104,80369,ohlc_241104,80369,0
ohlc_241105,78218,ohlc_241105,78218,0
ohlc_241106,100299,ohlc_241106,100299,0
ohlc_241107,83233,ohlc_241107,83233,0
ohlc_241108,85634,ohlc_241108,85634,0
ohlc_241111,74358,ohlc_241111,74358,0
ohlc_241112,74848,ohlc_241112,74848,0
ohlc_241113,76335,ohlc_241113,76335,0
ohlc_241114,77499,ohlc_241114,77499,0
ohlc_241115,113135,ohlc_241115,113135,0
ohlc_241118,77733,ohlc_241118,77733,0
ohlc_241119,80909,ohlc_241119,80909,0
ohlc_241120,88095,ohlc_241120,88095,0
ohlc_241121,89999,ohlc_241121,89999,0
ohlc_241122,85690,ohlc_241122,85690,0
ohlc_241125,84612,ohlc_241125,84612,0
ohlc_241126,70417,ohlc_241126,70417,0
ohlc_241127,74005,ohlc_241127,74005,0
ohlc_241129,53367,ohlc_241129,53367,0
ohlc_241202,73851,ohlc_241202,73851,0
ohlc_241203,66512,ohlc_241203,66512,0
ohlc_241204,74748,ohlc_241204,74748,0
ohlc_241205,68469,ohlc_241205,68469,0
ohlc_241206,82785,ohlc_241206,82785,0
ohlc_241209,79420,ohlc_241209,79420,0
ohlc_241210,69606,ohlc_241210,69606,0
ohlc_241211,72633,ohlc_241211,72633,0
ohlc_241212,66986,ohlc_241212,66986,0
ohlc_241213,84004,ohlc_241213,84004,0
ohlc_241216,71449,ohlc_241216,71449,0
ohlc_241217,70632,ohlc_241217,70632,0
ohlc_241218,109663,ohlc_241218,109663,0
ohlc_241219,111310,ohlc_241219,111310,0
ohlc_241220,116044,ohlc_241220,116044,0
ohlc_241223,89476,ohlc_241223,89476,0
ohlc_241224,58358,ohlc_241224,58358,0
ohlc_241226,76329,ohlc_241226,76329,0
ohlc_241227,105593,ohlc_241227,105593,0
ohlc_241230,101121,ohlc_241230,101121,0
ohlc_241231,88373,ohlc_241231,88373,0
ohlc_250102,99949,ohlc_250102,99949,0
ohlc_250103,90477,ohlc_250103,90477,0
ohlc_250106,99798,ohlc_250106,99798,0
ohlc_250107,102112,ohlc_250107,102112,0
ohlc_250108,103286,ohlc_250108,103286,0
ohlc_250110,114451,ohlc_250110,114451,0
ohlc_250113,96606,ohlc_250113,96606,0
ohlc_250114,93377,ohlc_250114,93377,0
ohlc_250115,98109,ohlc_250115,98109,0
ohlc_250116,79188,ohlc_250116,79188,0
ohlc_250117,94417,ohlc_250117,94417,0
ohlc_250121,91825,ohlc_250121,91825,0
ohlc_250122,89929,ohlc_250122,89929,0
ohlc_250123,73971,ohlc_250123,73971,0
ohlc_250124,93834,ohlc_250124,93834,0
ohlc_250127,110591,ohlc_250127,110591,0
ohlc_250128,88916,ohlc_250128,88916,0
ohlc_250129,91239,ohlc_250129,91239,0
ohlc_250130,85545,ohlc_250130,85545,0
ohlc_250131,115143,ohlc_250131,115143,0
ohlc_250203,121635,ohlc_250203,121635,0
ohlc_250204,85614,ohlc_250204,85614,0
ohlc_250205,85866,ohlc_250205,85866,0
ohlc_250206,78470,ohlc_250206,78470,0
ohlc_250207,114983,ohlc_250207,114983,0
ohlc_250210,80598,ohlc_250210,80598,0
ohlc_250211,73889,ohlc_250211,73889,0
ohlc_250212,91999,ohlc_250212,91999,0
ohlc_250213,91771,ohlc_250213,91771,0
ohlc_250214,79550,ohlc_250214,79550,0
ohlc_250218,78786,ohlc_250218,78786,0
ohlc_250219,81427,ohlc_250219,81427,0
ohlc_250220,87683,ohlc_250220,87683,0
ohlc_250221,135502,ohlc_250221,135502,0
ohlc_250224,107483,ohlc_250224,107483,0
ohlc_250225,118961,ohlc_250225,118961,0
ohlc_250226,103448,ohlc_250226,103448,0
ohlc_250227,121622,ohlc_250227,121622,0
ohlc_250228,126168,ohlc_250228,126168,0
ohlc_250303,130058,ohlc_250303,130058,0
ohlc_250304,147869,ohlc_250304,147869,0
ohlc_250305,125607,ohlc_250305,125607,0
ohlc_250306,132144,ohlc_250306,132144,0
ohlc_250307,137696,ohlc_250307,137696,0
ohlc_250310,151713,ohlc_250310,151713,0
ohlc_250311,138294,ohlc_250311,138294,0
ohlc_250312,116970,ohlc_250312,116970,0
ohlc_250313,118050,ohlc_250313,118050,0
ohlc_250314,113336,ohlc_250314,113336,0
ohlc_250317,104927,ohlc_250317,104927,0
ohlc_250318,96224,ohlc_250318,96224,0
ohlc_250319,105870,ohlc_250319,105870,0
ohlc_250320,97118,ohlc_250320,97118,0
ohlc_250321,102592,ohlc_250321,102592,0
ohlc_250324,104959,ohlc_250324,104959,0
ohlc_250325,85150,ohlc_250325,85150,0
ohlc_250326,105475,ohlc_250326,105475,0
ohlc_250327,95881,ohlc_250327,95881,0
ohlc_250328,134433,ohlc_250328,134433,0
ohlc_250331,131410,ohlc_250331,131410,0
ohlc_250401,110537,ohlc_250401,110537,0
ohlc_250402,118036,ohlc_250402,118036,0
ohlc_250403,142424,ohlc_250403,142424,0
ohlc_250404,168114,ohlc_250404,168114,0
ohlc_250407,164477,ohlc_250407,164477,0
ohlc_250408,168315,ohlc_250408,168315,0
ohlc_250409,194696,ohlc_250409,194696,0
ohlc_250410,178435,ohlc_250410,178435,0
ohlc_250411,150382,ohlc_250411,150382,0
ohlc_250414,128417,ohlc_250414,128417,0
ohlc_250415,102981,ohlc_250415,102981,0
ohlc_250416,123079,ohlc_250416,123079,0
ohlc_250417,107580,ohlc_250417,107580,0
ohlc_250421,127704,ohlc_250421,127704,0
ohlc_250422,124345,ohlc_250422,124345,0
ohlc_250423,136908,ohlc_250423,136908,0
ohlc_250424,118615,ohlc_250424,118615,0
ohlc_250425,113597,ohlc_250425,113597,0
ohlc_250428,109457,ohlc_250428,109457,0
ohlc_250429,102937,ohlc_250429,102937,0
ohlc_250430,120084,ohlc_250430,120084,0
ohlc_250501,109923,ohlc_250501,109923,0
ohlc_250502,110399,ohlc_250502,110399,0
ohlc_250505,93615,ohlc_250505,93615,0
ohlc_250506,93515,ohlc_250506,93515,0
ohlc_250507,102021,ohlc_250507,102021,0
ohlc_250508,108381,ohlc_250508,108381,0
ohlc_250509,95292,ohlc_250509,95292,0
ohlc_250512,110102,ohlc_250512,110102,0
ohlc_250513,107886,ohlc_250513,107886,0
ohlc_250514,91042,ohlc_250514,91042,0
ohlc_250515,93631,ohlc_250515,93631,0
ohlc_250516,101639,ohlc_250516,101639,0
ohlc_250519,99806,ohlc_250519,99806,0
ohlc_250520,88126,ohlc_250520,88126,0
ohlc_250521,114685,ohlc_250521,114685,0
ohlc_250522,94229,ohlc_250522,94229,0
ohlc_250523,104750,ohlc_250523,104750,0
ohlc_250527,99509,ohlc_250527,99509,0
ohlc_250528,87657,ohlc_250528,87657,0
ohlc_250529,95139,ohlc_250529,95139,0
ohlc_250530,109923,ohlc_250530,109923,0
ohlc_250602,97051,ohlc_250602,97051,0
ohlc_250603,94726,ohlc_250603,94726,0
ohlc_250604,83101,ohlc_250604,83101,0
ohlc_250605,98638,ohlc_250605,98638,0
ohlc_250606,98281,ohlc_250606,98281,0
ohlc_250609,84616,ohlc_250609,84616,0
ohlc_250610,86022,ohlc_250610,86022,0
ohlc_250611,102487,ohlc_250611,102487,0
ohlc_250612,89060,ohlc_250612,89060,0
ohlc_250613,121533,ohlc_250613,121533,0
ohlc_250616,99997,ohlc_250616,99997,0
ohlc_250617,97307,ohlc_250617,97307,0
ohlc_250618,93689,ohlc_250618,93689,0
ohlc_250620,115283,ohlc_250620,115283,0
ohlc_250623,120512,ohlc_250623,120512,0
ohlc_250624,110604,ohlc_250624,110604,0
ohlc_250625,88271,ohlc_250625,88271,0
ohlc_250626,97961,ohlc_250626,97961,0
ohlc_250627,117867,ohlc_250627,117867,0
ohlc_250630,97664,ohlc_250630,97664,0
